Age,MonthlyIncome,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Attrition
1.7603726195472926,2.6753333028482813,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.5391662584750891,-0.549030237205692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
0.5558522548689022,0.06843272473149725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.7748559575377005,0.7957471496148416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.9938596602064987,2.644098941043475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.42966440714069,-0.8513873586222853,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.7748559575377005,-0.008059589892517928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.7581699611438873,-0.9130061676249642,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.22734670086570485,-0.9385036058329693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
-1.4151810691502822,-0.8945205249241606,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
0.6653541062033014,-0.8197280395140124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
1.4318670655440953,-0.8116538507481441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
-0.2106607044718917,-0.9538020687577723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
-0.10115885313749257,-0.6552695630723797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.42966440714069,-0.23944884163016386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.2106607044718917,-0.967188223816975,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-1.0866755151470848,-0.8843215496409585,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-1.1961773664814839,-0.8945205249241606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
-1.0866755151470848,0.4723546416766441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.7581699611438873,-0.5294822012462215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.4463504035345031,2.7711611747800338,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Yes
-0.3201625558062908,-0.41113159223073126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.008342998196906572,-0.7396235878105298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.9938596602064987,-0.15530729554374717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.2106607044718917,-0.8996200125657616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.2128633628752972,-0.23838644837149697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
-0.9771736638126857,-0.6505950327342455,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.7748559575377005,-0.22287550679496057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.2106607044718917,0.7184049203838929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-1.1961773664814839,-0.4984603180931486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.42966440714069,1.477803621678977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-0.2106607044718917,0.5452348192211919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.2106607044718917,-0.5288447652910213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.6486681098094882,-0.12492284834587446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.008342998196906572,-0.10834951351067117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
-0.5391662584750891,-0.0724406213677307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
0.11784484953130571,-0.8705104372782891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.4318670655440953,2.6001158601346663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
2.4173837275536876,0.24096538993899816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.10115885313749257,0.7634503945513685,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.979376322216091,1.7536009116288984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.10115885313749257,-0.0008353157335831605,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
0.8843578088720997,0.6844083361065528,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.2106607044718917,-0.9155559114457648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.10115885313749257,-0.6618564012761143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
2.4173837275536876,-0.21883841241202642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.8676718124782865,-0.8074042777134766,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.6486681098094882,-0.8503249653636185,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.5391662584750891,-0.06011685956719493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.10115885313749257,-0.7362239293827958,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.6486681098094882,-0.44172851808033736,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
-0.2106607044718917,-0.4655261270744754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.8843578088720997,1.432545668859768,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
0.008342998196906572,1.5215742239360524,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
0.9938596602064987,-0.31487876299551215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.7581699611438873,-0.29256850456350775,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.2106607044718917,-0.77425760804307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
1.979376322216091,0.7938348417492412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.11784484953130571,-0.2494353382616325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.3201625558062908,-0.4627639046019415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
2.08887817355049,0.16086093823551562,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
-1.5246829204846812,-0.8883586440238926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
1.5413689168784945,-0.9408408710020364,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.7581699611438873,-0.4995227113518155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.9938596602064987,0.6620980776745484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes
0.33684855220010396,1.487365161006979,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.5413689168784945,-0.22563772926749445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.7581699611438873,-0.2749327764696376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.9938596602064987,0.8860505766015262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.5391662584750891,-0.3172160281645793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
1.869874470881692,1.4971391789867141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-1.4151810691502822,-0.3195532933336464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.9771736638126857,-0.48486168438221255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
2.3078818762192883,1.5657697834965945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.7748559575377005,-0.9478526665092378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.008342998196906572,-0.9412658283055032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
-0.5391662584750891,-0.7536471788249326,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-1.8531884744878788,-0.7600215383769339,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
-0.3201625558062908,-0.35992423716298777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.008342998196906572,-0.28470679444937286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
2.4173837275536876,2.6222136399149374,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
1.4318670655440953,2.4794279859501094,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-1.3056792178158831,-0.16125669779228166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes
-1.3056792178158831,-0.7678832484910688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-1.6341847718190805,-0.7717078642222696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.5413689168784945,0.2084561562237917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.3201625558062908,-0.09113874272026776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
1.869874470881692,2.3000960038871403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-1.4151810691502822,-0.7923182934404069,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.3201625558062908,-0.4245177472899339,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.008342998196906572,0.1965573517267227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.3201625558062908,1.0896051249621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.10115885313749257,0.6873830372308202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.10115885313749257,-0.779357095684671,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.6653541062033014,2.2216913813975245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.7581699611438873,-0.8265273563694804,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.42966440714069,-0.07584027979546472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
2.08887817355049,-0.32720252479604794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
1.5413689168784945,2.769461345566167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-0.6486681098094882,-0.07031583485039695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes
-1.1961773664814839,-0.8785846260441574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
2.3078818762192883,0.8093457833257777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
-1.9626903258222779,-1.0258323316953866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
-1.6341847718190805,-0.8456504350254842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.3223652142096962,0.013613232584286374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
0.6653541062033014,-0.37479774278432404,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
1.4318670655440953,0.5747693518121311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.6486681098094882,-0.41304390009633163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes
0.4463504035345031,0.35825360569582143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-1.1961773664814839,-0.7566218799491998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.10115885313749257,-0.3318770551341822,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
1.5413689168784945,0.8811635676116586,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes
0.22734670086570485,-0.12768507081840835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-1.3056792178158831,0.45386899897584043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.7581699611438873,-0.03313207079705624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.5391662584750891,-0.48932373606861346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.8843578088720997,-0.6482577675651784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.11784484953130571,-0.4644637338158085,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.7581699611438873,-0.8224902619865463,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.5391662584750891,-0.3898837270573937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.7581699611438873,-0.7009524731950555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.7581699611438873,-0.8037921406340092,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.4463504035345031,2.268861642082334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
0.4463504035345031,-0.9062068507694963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-1.9626903258222779,-1.0666282328281946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.33684855220010396,-0.19079123038322088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.2106607044718917,0.16829769104618375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
1.7603726195472926,-0.8917583024516267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
0.8843578088720997,-0.8828341990788249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.5391662584750891,0.5301488349481223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.8676718124782865,-0.46403877651234177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
1.5413689168784945,-0.07881498091973198,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
2.3078818762192883,-0.6707805046489161,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.33684855220010396,0.9247216912170005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.3201625558062908,-0.9076942013316298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
-1.6341847718190805,-0.8881461653721593,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-1.0866755151470848,-0.9516772822404386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.9771736638126857,-0.8052794911961428,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
2.1983800248848895,0.6238519203625409,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-1.0866755151470848,-0.836513853000949,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
1.4318670655440953,2.8521155410904497,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
0.4463504035345031,-0.8609488979502873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.7581699611438873,0.6196023473278733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.11784484953130571,0.4638554956073091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.5391662584750891,-0.7362239293827958,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-1.0866755151470848,-0.7319743563481284,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-1.9626903258222779,-0.8877212080686926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
-0.10115885313749257,-0.9380786485295025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.7581699611438873,-0.728999655223861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.8843578088720997,-0.3180659427715128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
2.08887817355049,-0.47721245291981107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.42966440714069,-0.8505374440153518,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-1.9626903258222779,-1.1475825991386108,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.9938596602064987,0.8393052732201837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
0.11784484953130571,-0.8955829181828274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.6486681098094882,-0.5469054506883583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.3201625558062908,-0.8906959091929598,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.4463504035345031,-0.7145511069059916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Yes
1.4318670655440953,-0.597687848452635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.7603726195472926,-0.4362040731352696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
-0.42966440714069,-0.7961429091716077,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.33684855220010396,2.6623721050925453,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
1.979376322216091,2.596291244403466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-0.3201625558062908,0.6467996147497455,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
1.5413689168784945,1.5364477295573886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.6508707682128936,2.8676264826669864,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-1.0866755151470848,-0.8974952260484278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.2106607044718917,-0.12471036969414108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Yes
0.6653541062033014,-0.9378661698777692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.8843578088720997,2.186207446558051,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
0.008342998196906572,-0.6244601585710403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.2106607044718917,-0.44151603942860396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.5558522548689022,-0.26303397197256856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
0.11784484953130571,0.010638531460019118,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
0.11784484953130571,-0.05140523484612653,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
-1.0866755151470848,-0.46850082819874267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
1.3223652142096962,0.06397067304509638,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
-0.3201625558062908,-0.571128016985963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.33684855220010396,-0.7993300889476084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.11784484953130571,0.03613596966802418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
-0.8676718124782865,0.24139034724246491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes
-1.6341847718190805,-0.8870837721134924,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
-0.10115885313749257,-0.9242675361668331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.33684855220010396,-0.3456881674968516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.9938596602064987,0.6147153383380057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.5391662584750891,0.8280439046783147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes
-0.7581699611438873,0.4188100214398335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
-1.0866755151470848,0.7390153496020304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
1.5413689168784945,1.2721242868010696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
-0.7581699611438873,-0.8171782956932119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
0.4463504035345031,1.506063282359516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.7581699611438873,0.04102297865789181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Yes
-0.8676718124782865,-0.9444530080815038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
0.8843578088720997,0.5018891742675833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
1.869874470881692,-0.11961088205254007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.10115885313749257,-0.12513532699760785,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
-0.42966440714069,-0.82461504850388,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.008342998196906572,1.20731829802239,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No
0.11784484953130571,0.8724519428905902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.6486681098094882,-0.458514331567274,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,No
2.4173837275536876,-0.9191680485252322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,No
0.008342998196906572,-0.7882811990574728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
-0.8676718124782865,0.30067189107607667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.2106607044718917,0.48574079673584675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No
-0.8676718124782865,-0.8741225743577565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes
1.6508707682128936,-0.6992526439811885,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No
0.5558522548689022,2.7046553567874874,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
2.4173837275536876,-0.9000449698692283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No
1.4318670655440953,2.765211772531499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.42966440714069,-0.8641360777262879,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
0.6653541062033014,2.0315229880961536,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.42966440714069,-0.806554363106543,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes
1.6508707682128936,2.6698088579032135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,No
-0.5391662584750891,-0.5464804933848915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No
